gene_a	gene_b	n_cohorts_tested	n_significant_edges	n_positive_edges	n_negative_edges	median_rho	median_abs_rho	min_fdr	reproducible_edge	boundary
SPARC	TIMP1	3	3	3	0	0.6303696303696302	0.6303696303696302	8.190023964455347e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	LAMB1	3	3	3	0	0.6299656915854098	0.6299656915854098	2.6144413528557253e-39	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	JUNB	3	3	3	0	0.6298132247499335	0.6298132247499335	9.407545796167174e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	MYL9	3	3	3	0	0.6295835863727836	0.6295835863727836	4.0878700885677376e-39	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	LMNA	3	3	3	0	0.6288945795988048	0.6288945795988048	1.0986270905310016e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	VCAN	3	3	3	0	0.6279808047249907	0.6279808047249907	5.407887192838003e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	VCAN	3	3	3	0	0.6273852729548931	0.6273852729548931	3.9849525271128845e-34	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	COL1A2	3	3	3	0	0.6273599817903615	0.6273599817903615	7.317669473334388e-31	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	TEAD4	3	3	3	0	0.6269341144810011	0.6269341144810011	6.715988408158745e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	TIMP1	3	3	3	0	0.6268162278664904	0.6268162278664904	6.87542494793256e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	RHOA	3	3	3	0	0.6267912216149274	0.6267912216149274	6.894686535392383e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP2	TAGLN	3	3	3	0	0.6257314328582144	0.6257314328582144	8.628757182726059e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	RAC1	3	3	3	0	0.6250331946534476	0.6250331946534476	2.620206817180496e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PXN	TEAD3	3	3	3	0	0.6237647329196625	0.6237647329196625	2.1551044528777066e-52	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	LATS1	3	3	3	0	0.6232760571095154	0.6232760571095154	1.4555189787514837e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	TLN1	3	3	3	0	0.6231110661490407	0.6231110661490407	1.4851963055137062e-32	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
DCN	ITGAV	3	3	3	0	0.6229176341704473	0.6229176341704473	1.5704658465594256e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	LUM	3	3	3	0	0.6208552138034508	0.6208552138034508	2.4388908559073846e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	COL3A1	3	3	3	0	0.6206587361125995	0.6206587361125995	2.534043186864312e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	SMAD2	3	3	3	0	0.6200597768489741	0.6200597768489741	1.502028136783682e-28	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TEAD3	3	3	3	0	0.6193653764076298	0.6193653764076298	1.1009172829998969e-38	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	LAMA2	3	3	3	0	0.61855865653334	0.61855865653334	2.238613125195176e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
RHOA	SMAD2	3	3	3	0	0.6172688071422248	0.6172688071422248	1.0267424814405073e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TLN1	3	3	3	0	0.616700603722359	0.616700603722359	5.80281821900596e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	DCN	3	3	3	0	0.6162318693964262	0.6162318693964262	1.7161287477593433e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	TGFB1	3	3	3	0	0.6156610581216732	0.6156610581216732	4.835100635312676e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	CXCL8	3	3	3	0	0.6155995902831345	0.6155995902831345	3.868603086479998e-29	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	PLOD2	3	3	3	0	0.6148880462260743	0.6148880462260743	2.4990930557392044e-37	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	MMP14	3	3	3	0	0.6145843593026691	0.6145843593026691	5.740504072075074e-35	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	TIMP2	3	3	3	0	0.612306648090594	0.612306648090594	1.4204097543088592e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	MMP2	3	3	3	0	0.6120399553498144	0.6120399553498144	1.816348354095367e-46	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	SRC	3	3	3	0	0.6109884614010644	0.6109884614010644	1.8614606650654237e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	THY1	3	3	3	0	0.6107939660830544	0.6107939660830544	1.9343958756522887e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	PTK2	3	3	3	0	0.6103943005351455	0.6103943005351455	7.074337403213104e-28	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	TGFBR2	3	3	3	0	0.6098584959344452	0.6098584959344452	3.497004889754406e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	SMAD2	3	3	3	0	0.6097826224408501	0.6097826224408501	6.143121013305971e-44	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SPARC	TAGLN	3	3	3	0	0.6097048491414687	0.6097048491414687	1.014828915434817e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	THY1	3	3	3	0	0.6086247752414293	0.6086247752414293	2.9947000017703184e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	ZYX	3	3	3	0	0.6083157348980133	0.6083157348980133	2.8459937555548902e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PFN1	ZYX	3	3	3	0	0.6081699990150693	0.6081699990150693	5.404534346511582e-31	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL3A1	TIMP2	3	3	3	0	0.6081663272961096	0.6081663272961096	3.279070703373742e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	TGFB1	3	3	3	0	0.6076090451184224	0.6076090451184224	3.664453084018585e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	ZYX	3	3	3	0	0.6070783676417479	0.6070783676417479	5.312938525268176e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PLOD2	SMAD4	3	3	3	0	0.6068695745364913	0.6068695745364913	4.251845516836629e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	TGFBR2	3	3	3	0	0.6056854537867195	0.6056854537867195	2.0205517479299817e-50	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	SPARC	3	3	3	0	0.6052302128251494	0.6052302128251494	1.9283563443585905e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	YAP1	3	3	3	0	0.6045220602182626	0.6045220602182626	6.104370966002026e-49	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	LMNA	3	3	3	0	0.6044970287928034	0.6044970287928034	9.615061851556785e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	VCAN	3	3	3	0	0.6037127429532491	0.6037127429532491	3.8997853738078703e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	ITGA5	3	3	3	0	0.603315112117929	0.603315112117929	4.1616171664214044e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	MYL9	3	3	3	0	0.6027221090987032	0.6027221090987032	9.793269150807095e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP14	SPARC	3	3	3	0	0.6024006001500374	0.6024006001500374	1.0409069945398205e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
AMOTL2	FLNA	3	3	3	0	0.6018951705571423	0.6018951705571423	2.9242494065433727e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL5A1	TIMP1	3	3	3	0	0.6012344463048688	0.6012344463048688	2.847220705999784e-32	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CDC42	LUM	3	3	3	0	0.5997167389572451	0.5997167389572451	4.75044695390706e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CXCL8	LUM	3	3	3	0	0.5990591686794217	0.5990591686794217	1.3866320552071883e-24	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA5	TLN1	3	3	3	0	0.597643553629469	0.597643553629469	2.3874740898289013e-30	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
TGFB1	TIMP2	3	3	3	0	0.5973316589513772	0.5973316589513772	8.032054002083662e-42	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
THBS1	VCAN	3	3	3	0	0.5958218996193678	0.5958218996193678	9.984581763919994e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	TGFB1	3	3	3	0	0.5954071851296158	0.5954071851296158	7.535110859160145e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ACTB	TIMP1	3	3	3	0	0.5948570209133588	0.5948570209133588	6.528020821585173e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A1	SRF	3	3	3	0	0.5934945336353786	0.5934945336353786	3.761308140737651e-27	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LUM	SPARC	3	3	3	0	0.5932780814251182	0.5932780814251182	6.119993282627703e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	VCAN	3	3	3	0	0.5930398715208841	0.5930398715208841	1.5922143740699143e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUN	JUNB	3	3	3	0	0.5928672644351564	0.5928672644351564	6.60364618651504e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNB	TLN1	3	3	3	0	0.5926983814307757	0.5926983814307757	6.802440801645067e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MRTFB	PTK2	3	3	3	0	0.5926529251360458	0.5926529251360458	6.859071533737191e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	TAGLN	3	3	3	0	0.5925096030729833	0.5925096030729833	1.7650642041606056e-18	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MAFG	TEAD3	3	3	3	0	0.5917562724014337	0.5917562724014337	8.165413475359794e-21	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	TIMP1	3	3	3	0	0.5913706546617937	0.5913706546617937	4.6672430328990993e-35	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SRF	TEAD3	3	3	3	0	0.590716208673955	0.590716208673955	3.679745017141166e-43	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	TGFBR1	3	3	3	0	0.5896255643091084	0.5896255643091084	5.481203685443142e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	MMP14	3	3	3	0	0.5894738173219185	0.5894738173219185	1.821586241240598e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	FLNA	3	3	3	0	0.5893687707641195	0.5893687707641195	1.2835714596247167e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FLNA	PARVA	3	3	3	0	0.588820217341344	0.588820217341344	1.3626407858369843e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
PTK2	ROCK2	3	3	3	0	0.5883959085009347	0.5883959085009347	1.1163727479734223e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	SMAD2	3	3	3	0	0.5883104237534617	0.5883104237534617	5.826953576694642e-17	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
JUNB	PFN1	3	3	3	0	0.588209259095335	0.588209259095335	3.414749470496393e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	TIMP1	3	3	3	0	0.5878279093582919	0.5878279093582919	1.7029515809703784e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	VCAN	3	3	3	0	0.5873301658748019	0.5873301658748019	1.863668982173958e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	LOX	3	3	3	0	0.5862635017564594	0.5862635017564594	2.1349401773730055e-15	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	SRC	3	3	3	0	0.5862287000321509	0.5862287000321509	2.2726086773762283e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	THBS1	3	3	3	0	0.5861896319642798	0.5861896319642798	1.8596356106669538e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	DCN	3	3	3	0	0.5859131449529048	0.5859131449529048	2.4101682312458707e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	MRTFB	3	3	3	0	0.5844577957254012	0.5844577957254012	1.252261410372418e-22	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
FOS	JUNB	3	3	3	0	0.582973988037279	0.582973988037279	1.6026442592316866e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGA1	SMAD4	3	3	3	0	0.582670494062899	0.582670494062899	5.404219077193626e-44	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP2	THBS1	3	3	3	0	0.5825700121474768	0.5825700121474768	1.88116826844912e-26	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	TAGLN	3	3	3	0	0.5818600413670836	0.5818600413670836	3.059688035585041e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	ZYX	3	3	3	0	0.5818105944688222	0.5818105944688222	1.458782166337515e-47	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	JUNB	3	3	3	0	0.5813716799632291	0.5813716799632291	3.235580176301354e-13	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	TGFB1	3	3	3	0	0.5809530844742111	0.5809530844742111	2.526628358841219e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LAMA2	LOX	3	3	3	0	0.5804442036836402	0.5804442036836402	7.949603765631106e-16	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	PLOD2	3	3	3	0	0.580228390430941	0.580228390430941	6.840940986605902e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	RAC1	3	3	3	0	0.5802236273354052	0.5802236273354052	6.840940986605902e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGAV	TGFBR2	3	3	3	0	0.5794996368139653	0.5794996368139653	7.811466817022494e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LATS1	PTK2	3	3	3	0	0.5792841067409709	0.5792841067409709	4.246115500974381e-23	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	MMP14	3	3	3	0	0.5790538575348702	0.5790538575348702	6.0451168076953296e-30	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
SPARC	TGFBR2	3	3	3	0	0.5790197549387346	0.5790197549387346	8.516817759807237e-20	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ROCK1	WWTR1	3	3	3	0	0.5787780294822548	0.5787780294822548	1.905089980219259e-25	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
ITGB1	LUM	3	3	3	0	0.5787250723959584	0.5787250723959584	9.820383486709666e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A1	COL6A3	3	3	3	0	0.5780242679717548	0.5780242679717548	1.0168742812770162e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
LMNA	MMP14	3	3	3	0	0.5779182890960836	0.5779182890960836	1.0352860440760411e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
MMP2	TIMP1	3	3	3	0	0.5766973636691946	0.5766973636691946	3.478729828366344e-34	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CFL1	COL1A1	3	3	3	0	0.5764798581699989	0.5764798581699989	4.88329038468115e-33	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL1A2	MYL9	3	3	3	0	0.5764202955500779	0.5764202955500779	1.3567876516957455e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
COL6A3	THBS1	3	3	3	0	0.5756439109777444	0.5756439109777444	1.5618572288944122e-19	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
CCL2	TIMP2	3	3	3	0	0.5755636768294995	0.5755636768294995	6.062567163840118e-14	TRUE	Reproducible bulk coexpression edge; not a direct interaction or causal edge.
